콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,등록일시,SNS공유수,인기점수,등록일시_1,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_200000000010722,테마여행,感受冬日州之旅的多姿多彩,중문간체,感受冬日州之旅的多姿多彩,,y,0,,190,,0,0,0,0,0,,,,m,y,,y,,m,y,m,,y,,,y,2020-10-14,0,380,,n,,,2020-10-14,,n,n,y,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010729,테마여행,가을을 그리는 억새 물결 <제주의 억새 평원>,국문,가을을 그리는 억새 물결 <제주의 억새 평원>,,y,0,,4883,,1,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-10-15,1,9769,,n,2020-10-15,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012791,음식점,팔도수산식당,국문,팔도수산식당,,y,0,,366,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-14,2,732,,n,2022-01-14,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011855,테마여행,비오는 날 가기 좋은 제주 여행지,국문,비오는 날 가기 좋은 제주 여행지,,y,0,,8505,,1,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-08-13,0,17013,,n,2021-08-13,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012176,쇼핑,제주 중앙지하상가,국문,제주 중앙지하상가,,y,0,,343,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-27,0,686,,n,2021-10-27,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010815,관광지,김택화미술관,국문,김택화미술관,,y,0,,1194,,0,0,5,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2020-11-04,2,2388,,n,,2021-02-15,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010922,테마여행,チェジュ島の統市場,일문,チェジュ島の統市場,,y,0,,556,,0,0,0,0,0,,,,m,y,,,y,m,m,y,,,y,,,2020-12-05,0,1112,,n,,,,2020-12-05,n,n,n,y,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010935,테마여행,바람도 들렀다 가는 섬 <가파도 겨울 이야기>,국문,바람도 들렀다 가는 섬 <가파도 겨울 이야기>,,y,0,,1165,,3,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-12-07,5,2339,,n,2020-12-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012695,음식점,제주기사정식뷔페,국문,제주기사정식뷔페,,y,0,,6,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,12,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010714,음식점,안녕구움,국문,안녕구움,,y,0,,585,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2020-10-12,0,1170,,n,,2021-01-28,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010855,테마여행,비짓제주 방문객들이 추천한 <가심비 따라 떠나는 #제값하는착한가게 여행!>,국문,비짓제주 방문객들이 추천한 <가심비 따라 떠나는 #제값하는착한가게 여행!>,,y,5,,5249,,2,251,0,0,26,y,y,y,y,y,,,,m,m,m,,,,,,2020-11-17,14,11759,,n,2020-11-17,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011376,음식점,팝업 플라자,국문,팝업 플라자,,y,0,,354,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-04-19,0,708,,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012696,음식점,클로리스 제주성산점,국문,클로리스 제주성산점,,y,0,,8,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,16,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012699,음식점,카페인우도,국문,카페인우도,,y,0,http://www.instagram.com/taro_waffle_burger,3,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,6,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012703,음식점,해왓,국문,해왓,,y,0,http://instagram.com/haewat,32,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,64,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011493,테마여행,[서귀포 건축문화기행] 10-2코스. 자유로운 촌뜨기의 위대한 작품 셋,국문,[서귀포 건축문화기행] 10-2코스. 자유로운 촌뜨기의 위대한 작품 셋,,y,0,,1355,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-05-06,0,2710,,n,2021-05-06,2021-12-13,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011593,쇼핑,미카의달콤한작업실,국문,미카의달콤한작업실,,y,0,,413,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-06-11,0,826,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011613,음식점,시트러스,국문,,,y,0,,0,,0,0,0,0,0,,,,w,y,,,,m,m,m,,,,,,2021-06-21,0,,,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012133,테마여행,특별한 사진을 남길 수 있는 제주 관광지,국문,특별한 사진을 남길 수 있는 제주 관광지,,y,0,,1,,0,0,0,0,0,y,y,y,m,y,,,,m,m,m,,,,,,2021-10-19,0,2,,n,2021-10-19,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012135,관광지,삭제콘텐츠-,국문,삭제콘텐츠-,,y,0,sangumburi.alltheway.kr,102,,0,0,0,0,0,y,y,n,y,y,y,y,y,t,t,t,n,n,n,y,y,2021-10-19,0,204,1878205,n,2021-10-19,2021-10-21,2021-10-21,2021-10-21,y,y,y,y,0,y,y,t,t,n,n,y,y,,,2021-10-21,2021-10-21,y,y
CNTS_200000000012705,음식점,로빙화,국문,로빙화,,y,0,http://www.instagram.com/the.dull_ice_flower/,18,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,36,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012741,테마여행,TRADITIONAL JEJU FOODS,영문,TRADITIONAL JEJU FOODS,,y,0,,91,,0,0,0,0,0,,,,m,y,y,y,y,y,y,y,y,y,y,y,y,2022-01-04,0,182,,n,,2022-01-04,2022-01-25,2022-01-25,n,y,y,y,0,y,,y,m,y,,y,,,,2022-02-16,,y,n
CNTS_200000000012147,테마여행,[같이가치 제주여행] 14. 한라산을 따라 흐르는 다양한 제주의 내음,국문,[같이가치 제주여행] 14. 한라산을 따라 흐르는 다양한 제주의 내음,"CNTS_000000000021411,CONT_000000000500384,CNTS_000000000019601",y,0,,203,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-21,0,406,,n,2021-10-21,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012155,테마여행,[같이가치 제주여행] 25. 낮보다 더 아름다운 제주의 밤,국문,[같이가치 제주여행] 25. 낮보다 더 아름다운 제주의 밤,"CNTS_000000000019460,CNTS_000000000022082,CNTS_200000000007288,CNTS_200000000007330",y,0,,757,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-22,0,1514,,n,2021-10-22,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011453,테마여행,[서귀포 건축문화기행] 1코스. 아픈 역사 속 근대 전쟁 시설물,국문,[서귀포 건축문화기행] 1코스. 아픈 역사 속 근대 전쟁 시설물,,y,0,,1778,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-04-30,1,3556,,n,2021-04-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011501,숙박,더그랜드섬오름,국문,더그랜드섬오름,,y,0,,820,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-05-07,2,1640,,n,,2021-05-12,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011833,테마여행,제주마을산책 <여름편-한림읍>(하),국문,제주마을산책 <여름편-한림읍>(하),,y,0,,1292,,1,0,0,0,0,y,y,y,y,y,,y,y,m,y,y,,y,y,,y,2021-08-02,0,2587,,n,2021-08-02,,2021-12-25,2021-12-15,y,n,y,y,0,y,,y,m,y,,y,,2021-12-25,,2021-12-25,,y,n
CNTS_200000000012137,관광지,낙천아홉굿마을 의자공원,국문,낙천아홉굿마을 의자공원,,y,0,,507,,0,0,3,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-19,0,1014,,n,2021-10-19,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011413,숙박,제주올레돔,국문,제주올레돔,,y,0,,719,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-04-25,1,1438,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012608,음식점,명태명가,국문,명태명가,,y,0,,4,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-12-30,0,8,,n,2021-12-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012075,관광지,헌마공신김만일기념관,국문,헌마공신김만일기념관,,y,0,,142,,1,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-07,0,287,,n,2021-10-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010834,축제/행사,한림공원 국화축제,국문,한림공원 국화축제,,y,0,https://www.instagram.com/jeju_hallimpark/,955,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-11-11,1,1910,,n,2020-11-11,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011894,관광지,오페라 옴니아 : 라파엘로展,국문,오페라 옴니아 : 라파엘로展,,y,0,,904,,1,0,3,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-08-26,0,1811,,n,2021-08-26,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012057,관광지,우도 돌칸이 해안,국문,우도 돌칸이 해안,,y,0,,0,,0,0,0,0,0,y,y,n,m,y,,,,m,m,m,,,,,,2021-09-30,0,,,n,2021-09-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010853,축제/행사,청초밭 동백꽃 축제,국문,청초밭 동백꽃 축제,,y,0,,4279,,1,0,4,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-11-16,20,8561,,n,2020-11-16,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010942,테마여행,輕松享受自然的濟州散步路TOP 4,중문번체,輕松享受自然的濟州散步路TOP 4,,y,0,,88,,0,0,0,0,0,,,,m,y,,,,m,m,m,,,,,,2020-12-10,0,176,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-12-16,,2020-12-10,,y,n
CNTS_200000000010943,테마여행,濟州觀光公社選定的wellness旅遊景點,중문번체,濟州觀光公社選定的wellness旅遊景點,,y,0,,70,,0,0,0,0,0,,,,m,y,,,,m,m,m,,,,,,2020-12-10,0,140,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-12-16,,2020-12-10,,y,n
CNTS_200000000010947,테마여행,五家充滿魅力的改建館,중문번체,五家充滿魅力的改建館,,y,0,,74,,0,0,0,0,0,,,,m,y,,,,m,m,m,,,,,,2020-12-11,0,148,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-12-16,,2020-12-11,,y,n
CNTS_200000000010953,관광지,도치돌 알파카목장,국문,도치돌 알파카목장,,y,5,,2941,,0,1,39,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-12-14,2,5887,,n,2020-12-14,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012058,축제/행사,"문화 향유의 공간, 탐나는 원도심",국문,"문화 향유의 공간, 탐나는 원도심",,y,0,,1072,,2,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-09-30,3,2150,,n,2021-09-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010955,숙박,씨오르리조트,국문,씨오르리조트,,y,4,,836,,0,1,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-12-16,1,1677,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011155,테마여행,"같이가치 떠나는 여행, 제주 자연의 색채를 즐기는 여행",국문,"같이가치 떠나는 여행, 제주 자연의 색채를 즐기는 여행",,y,0,,6,,0,0,0,0,0,y,y,n,y,y,,,,m,m,m,,,,,,2021-03-02,0,12,,n,2021-03-02,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011918,관광지,옥돔마을,국문,옥돔마을,,y,0,,836,,2,0,4,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-09-01,4,1678,,n,2021-09-01,2021-09-23,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012768,테마여행,Housing Culture of Jeju Island,영문,Housing Culture of Jeju Island,,y,0,,56,,0,0,0,0,0,,,,m,y,y,,,y,m,m,y,,,y,,2022-01-04,0,112,,n,,2022-01-04,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012773,음식점,빵하우스,국문,빵하우스,,y,0,,209,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-05,0,418,,n,2022-01-05,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012774,음식점,동글이흑돼지바베큐,국문,동글이흑돼지바베큐,,y,0,,264,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-05,0,528,,n,2022-01-05,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012776,테마여행,USEFUL TRAVEL INFORMATION,영문,USEFUL TRAVEL INFORMATION,,y,0,,116,,0,0,0,0,0,,,,m,y,y,y,y,y,y,y,y,y,y,y,y,2022-01-05,0,232,,n,,2022-01-05,2022-01-24,2022-01-25,n,y,y,y,0,y,,y,m,y,,y,,,,2022-02-16,,y,n
CNTS_200000000012783,숙박,보로미 민박,국문,보로미 민박,,y,0,,207,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-08,0,414,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011775,축제/행사,세상에 이런(E-RUN) 트립,국문,세상에 이런(E-RUN) 트립,,y,0,,788,,1,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-07-21,1,1579,,n,2021-07-21,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011073,음식점,제주돌창고,국문,제주돌창고,,y,0,,1570,,1,0,5,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-02-11,2,3143,,n,,2021-02-15,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011159,테마여행,"같이가치 떠나는 여행, 찬찬히 감상하는 저지리 마을 한바퀴",국문,"같이가치 떠나는 여행, 찬찬히 감상하는 저지리 마을 한바퀴",,y,0,,7,,0,0,0,0,0,y,y,n,y,y,,,,m,m,m,,,,,,2021-03-02,0,14,,n,2021-03-02,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010719,테마여행,濟州溫水泳池酒店,중문번체,濟州溫水泳池酒店,,y,0,,294,,0,0,0,0,0,,,,m,y,,,,m,m,m,,,,,,2020-10-13,0,588,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-10-14,,2020-10-13,,y,n
CNTS_200000000010720,테마여행,用濟州的熱湯融化寒冷,중문번체,用濟州的熱湯融化寒冷,,y,0,,124,,0,0,0,0,0,,,,m,y,,,,m,m,m,,,,,,2020-10-13,0,248,,n,,,,,n,n,n,n,0,y,,y,m,y,,y,,2020-10-14,,2020-10-13,,y,n
CNTS_200000000012144,테마여행,"[같이가치 제주여행] 12.바람의 섬, All about 우도",국문,"[같이가치 제주여행] 12.바람의 섬, All about 우도","CONT_000000000500383,CONT_000000000500046,CONT_000000000500474",y,0,,206,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-21,1,412,,n,2021-10-21,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012154,테마여행,"[같이가치 제주여행] 23. 제주가 간직한 소중한 유산, 선흘리",국문,"[같이가치 제주여행] 23. 제주가 간직한 소중한 유산, 선흘리","CONT_000000000500559,CNTS_000000000022864,CONT_000000000500156",y,0,,369,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-22,0,738,,n,2021-10-22,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012601,음식점,일품순두부함덕점,국문,일품순두부함덕점,,y,0,,2,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-12-30,0,4,,n,2021-12-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012807,테마여행,제주 감귤 농장 체험 <친환경 귤 지도>,국문,제주 감귤 농장 체험 <친환경 귤 지도>,,y,0,,1331,,2,0,2,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-17,0,2668,,n,2022-01-17,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012867,테마여행,한라산이 빚은 절경 <5.16도로 여행지>,국문,한라산이 빚은 절경 <5.16도로 여행지>,,y,0,,1635,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-02-07,1,3270,,n,2022-02-07,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012607,음식점,델문도로스터스,국문,델문도로스터스,,y,0,,4,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-12-30,0,8,,n,2021-12-30,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011160,테마여행,"같이가치 떠나는 여행, 아기자기 꾸며진 제주 즐기기",국문,"같이가치 떠나는 여행, 아기자기 꾸며진 제주 즐기기",,y,0,,9,,0,0,0,0,0,y,y,n,y,y,,,,m,m,m,,,,,,2021-03-02,0,18,,n,2021-03-02,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011776,음식점,제주선 더블랙,국문,제주선 더블랙,,y,0,,805,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-07-21,0,1610,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012693,음식점,만세국수 본점,국문,만세국수 본점,,y,0,,2,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,4,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012682,음식점,청파식당횟집,국문,청파식당횟집,,y,0,http://instagram.com/cheong_pa2008,14,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-03,0,28,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012687,음식점,김명자굴국밥(성산점),국문,김명자굴국밥(성산점),,y,0,,10,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-03,0,20,,n,2022-01-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012697,음식점,성산 호랑호랑,국문,성산 호랑호랑,,y,0,,13,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,26,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011373,음식점,갤러리 라운지,국문,갤러리 라운지,,y,0,,400,,0,0,2,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-04-19,0,800,,n,,2021-04-21,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011375,음식점,제주 핫팟,국문,제주 핫팟,,y,0,,477,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-04-19,0,954,,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011378,음식점,유메야마,국문,유메야마,,y,0,,614,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-04-19,0,1228,,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010754,관광지,솔담한방병원,국문,솔담한방병원,,y,0,https://www.instagram.com/soldam_hospital/,814,,1,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-10-23,0,1631,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000010774,숙박,돌꽃펜션,국문,돌꽃펜션,,y,0,,520,,0,0,1,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2020-10-28,0,1040,,n,,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012698,음식점,도도톳김밥,국문,도도톳김밥,,y,0,,12,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,24,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012702,음식점,지미스천연아이스크림,국문,지미스천연아이스크림,,y,0,,7,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,14,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012709,음식점,난드르바당,국문,난드르바당,,y,0,,11,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,22,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011383,음식점,포차,국문,포차,,y,0,,701,,0,0,0,0,0,y,y,y,y,y,y,,,y,m,m,y,,,y,,2021-04-19,1,1402,,n,,2021-04-26,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011474,테마여행,[서귀포 건축문화기행] 3코스. 한 잔의 운치를 걸어보자,국문,[서귀포 건축문화기행] 3코스. 한 잔의 운치를 걸어보자,,y,0,,1077,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-05-03,0,2154,,n,2021-05-03,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011834,쇼핑,비젼안마원,국문,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,m,m,m,,,,,,2021-08-03,0,,,n,,,,,n,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011715,테마여행,Where to Have a Calming Green Tea Experience on Jeju,영문,Where to Have a Calming Green Tea Experience on Jeju,,y,0,,337,,0,0,0,0,0,,,,m,y,y,,,y,m,m,y,,,y,,2021-07-09,0,674,,n,,2021-07-09,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011718,테마여행,7 Geologically Significant Sites that Made Jeju a UNESCO Global Geopark,영문,7 Geologically Significant Sites that Made Jeju a UNESCO Global Geopark,,y,0,,576,,0,0,0,0,0,,,,m,y,y,,,y,m,m,y,,,y,,2021-07-09,0,1152,,n,,2021-07-09,,,n,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000011853,관광지,서귀포 하영올레,국문,서귀포 하영올레,,y,0,,1713,,1,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-08-12,10,3429,,n,2021-08-12,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012721,음식점,카페탠저린,국문,카페탠저린,,y,0,http://instagram.com/cafe_tangerine_,5,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,10,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012727,음식점,쉬멍가,국문,쉬멍가,,y,0,,5,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,10,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012728,음식점,게판5분전,국문,게판5분전,,y,0,,9,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,18,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012149,테마여행,[같이가치 제주여행] 18. 산길 따라 따뜻한 남원으로 떠나는 여행,국문,[같이가치 제주여행] 18. 산길 따라 따뜻한 남원으로 떠나는 여행,"CNTS_000000000018311,CNTS_000000000019750",y,0,,212,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2021-10-22,0,424,,n,2021-10-22,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012729,음식점,바삭돈까스 신서귀포점,국문,바삭돈까스 신서귀포점,,y,0,http://www.instagram.com/basak_064_738_0911,8,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,16,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012730,음식점,제주약수터 올레시장점,국문,제주약수터 올레시장점,,y,0,http://www.instagram.com/jeju_beer_Fountain,6,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,12,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012736,음식점,마농오메기통닭마농문어통닭,국문,마농오메기통닭마농문어통닭,,y,0,,7,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,14,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012737,음식점,썬셋클리프,국문,썬셋클리프,,y,0,http://www.instagram.com/sunsetcliffaewol,12,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,24,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012750,음식점,뚱보아저씨,국문,뚱보아저씨,,y,0,,37,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,74,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000012754,음식점,리치망고 신화월드점,국문,리치망고 신화월드점,,y,0,,26,,0,0,0,0,0,y,y,y,y,y,,,,m,m,m,,,,,,2022-01-04,0,52,,n,2022-01-04,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
